revenue,profit,balance,transactions,loan_amount,default
849219,11269,424506,267,133441,0
259921,99332,366901,133,264545,0
143576,85790,327199,50,92602,1
410766,55057,117360,192,112308,0
502013,117974,80324,287,116072,0
408547,100536,222216,130,156463,0
392819,85643,472059,121,115054,0
994036,53577,374160,200,128794,0
466697,53689,468572,62,297108,0
132707,109795,325608,235,175384,1
587104,17773,358101,102,52623,0
659573,54664,222577,50,67873,0
900533,-22912,84248,34,272418,1
358942,154776,121860,109,112504,0
336141,54076,193663,255,51332,0
222171,166487,192163,212,266243,0
887013,138306,228795,112,211336,0
784714,69941,152523,232,288649,0
303629,61303,445432,167,144733,0
548316,-33202,482674,100,289610,1
934403,68357,305316,174,121380,0
362967,-13683,237315,196,150495,1
507842,191959,474567,299,253610,0
972018,26207,473053,113,89556,0
398986,56713,57820,99,165420,0
336491,64793,140411,22,146376,0
469144,-11996,328492,190,209769,1
330118,78682,31511,276,201742,0
538891,84228,477365,264,250074,0
723607,-19238,81290,168,184564,1
678331,-33564,308651,210,105801,1
348746,-9228,448609,168,261267,1
473403,43423,284235,148,253168,0
705125,-35297,329079,180,291658,1
529157,87417,334234,288,103262,0
290035,51181,486522,248,270676,0
269870,59984,148620,23,123376,0
228457,60214,382773,105,266334,0
578564,191922,86815,209,213786,0
292724,61880,161100,87,289506,0
262421,102474,459299,260,133538,0
755408,105694,178499,240,97899,0
240769,96635,412594,183,119751,0
936455,141271,368379,279,124403,0
220097,131896,186907,182,197159,0
913428,-42200,477451,108,61212,1
962706,152381,91248,178,291434,0
774056,153953,144257,270,90128,0
181048,-108,102147,84,169714,1
307330,-2009,148715,95,275094,1
862311,137648,305332,144,116807,0
715240,154389,189080,60,106969,0
595654,76848,205065,174,122810,0
148598,5355,81827,260,170580,1
571757,192488,158242,129,124646,0
438085,99821,245721,222,156219,0
693647,174243,145081,152,110458,0
475107,31045,311000,288,120964,0
878020,4079,193336,186,113920,0
124094,144632,320556,34,103524,1
591886,1726,199662,166,68625,0
462973,117289,33062,201,208963,0
501004,47427,440095,187,133630,0
196559,177536,426482,265,189221,1
232569,80728,380490,142,55945,0
877796,159646,379505,149,254663,0
303760,181139,325713,203,110411,0
808754,99047,167344,233,53942,0
564296,72279,35367,57,260335,0
380307,151598,167145,101,51285,0
946093,145341,162880,196,177289,0
485571,191054,417574,39,144901,0
969656,-15989,181117,261,217839,1
696418,199148,413054,183,298455,0
407748,57135,468818,272,106680,0
692425,-25377,24285,109,266977,1
377936,138683,388339,291,98387,0
455115,169755,363964,252,285738,0
353060,-42872,277420,270,229667,1
301190,124833,104496,256,70772,0
202766,176348,389341,140,162476,0
623093,167676,148618,28,191955,0
183410,149600,173915,141,297610,1
322340,88677,190675,253,266147,0
605147,145443,417414,44,110515,0
943849,20283,252653,60,162172,0
484359,-48728,284135,262,235064,1
113116,196043,400964,209,160680,1
115065,170921,294532,23,98850,1
983526,67309,480213,146,180397,0
597949,-14087,138498,170,118458,1
392325,-3572,418929,101,95445,1
948946,53586,210524,221,158653,0
497481,-39821,372164,282,213713,1
244512,138852,267362,247,299616,0
477309,32173,381501,91,261282,0
235819,65857,122596,260,97495,0
660746,71459,495186,222,269359,0
790753,138487,43598,110,208364,0
888297,122090,370736,300,97637,0
597546,32651,114958,80,223979,0
501353,117888,319640,203,80089,0
928500,165197,84516,87,278482,0
114000,73802,173489,162,257260,1
689456,40619,429705,64,76224,0
719113,-49986,436383,288,95522,1
916907,32753,66942,216,249624,0
573524,125632,378404,187,70126,0
706981,9344,113213,213,182923,0
806958,77918,399301,60,213819,0
529591,174195,385000,226,224120,0
871687,154863,77896,254,179422,0
393457,198065,85134,99,266708,0
527811,162427,104561,194,60011,0
766710,-11365,370362,50,96260,1
300900,38408,356141,86,223379,0
723287,-210,220190,70,74578,1
942700,143015,58269,277,81755,0
215789,178165,457264,122,274439,0
515784,142271,148561,49,73914,0
696444,54793,220805,161,237124,0
418462,92622,152973,50,111520,0
738762,145858,275858,85,142632,0
322264,28160,380987,67,190315,0
893970,189629,76979,43,140675,0
889532,176557,148532,246,292625,0
830898,-8920,441043,64,160119,1
955891,68677,494913,231,74223,0
820300,164895,259032,162,106203,0
952360,-25591,428967,188,147784,1
506777,37026,253427,230,128111,0
788479,800,316330,273,85509,0
965266,141744,58227,188,61747,0
456316,2814,89752,29,257803,0
710169,110717,352165,129,121353,0
959064,12871,128768,62,138702,0
734039,56926,474556,155,152165,0
419161,5746,182304,160,96022,0
124338,103574,169504,251,75842,1
301229,146290,390990,118,147203,0
214981,-34097,70809,72,177507,1
290275,46331,430336,179,263469,0
632124,195019,83459,32,201500,0
246614,54047,161219,97,147526,0
556341,189913,382642,165,164676,0
626682,-17365,50426,276,116537,1
272307,170784,340345,187,60565,0
921472,174258,178504,116,128472,0
693850,-36357,326178,136,129644,1
158127,71415,304053,292,166799,1
248433,181710,285748,178,254934,0
258312,73180,189971,163,222094,0
270434,92865,204018,130,154851,0
671519,-7683,318008,177,250908,1
767825,96172,151511,28,175463,0
781260,79691,247426,147,72929,0
222065,50570,166239,116,173440,0
104741,-43002,351519,40,227369,1
790952,81108,428684,168,87383,0
619146,11523,131155,166,180985,0
215711,14823,229507,242,175336,0
952329,51310,111203,35,258474,0
680684,150185,125455,110,249311,0
862041,98899,287496,170,59440,0
343466,-5056,159954,186,186882,1
257776,159839,295494,146,188297,0
964090,10201,176318,202,289332,0
577065,59206,101293,69,193636,0
245945,80063,337189,33,245059,0
577708,45509,134797,76,187134,0
128837,4946,422520,182,289881,1
192966,149641,491757,46,163372,1
650140,5227,213086,142,213958,0
107987,123724,297166,136,214476,1
209798,-29258,54427,92,254803,1
536843,61805,44311,220,69937,0
354844,-47064,170232,24,179903,1
520920,199195,90588,197,69424,0
515995,28617,257590,232,188809,0
119772,53134,144961,183,138802,1
163267,-22161,136814,286,223433,1
849747,161601,497312,196,180925,0
589299,24937,231650,47,77411,0
816620,87414,100611,222,287803,0
131413,192725,247862,188,276041,1
454356,164342,62314,20,56938,0
577764,70000,199727,77,70089,0
473222,26024,491787,255,80854,0
401634,125021,295829,141,274124,0
661833,5045,226544,286,122924,0
666443,-32421,430573,149,106743,1
467463,30022,204776,54,137948,0
230407,105090,31773,98,92270,0
469016,35898,186773,263,136899,0
452955,36502,222199,286,273368,0
877829,178810,351704,116,151249,0
728731,33947,473371,90,252460,0
647637,-12494,497122,205,142668,1
115489,810,416684,80,166086,1
730799,1609,77920,30,296568,0
404328,167707,102610,124,154843,0
735723,72633,235052,260,81812,0
345736,69668,279924,269,71871,0
813158,-44933,228264,52,191669,1
258254,41329,439812,133,180008,0
329460,73369,40302,29,57839,0
128181,187290,28804,171,243569,1
152658,44476,156942,150,84166,1
180245,-31456,171078,102,59078,1
844681,82228,178979,269,116035,0
639823,135605,68724,251,171317,0
569162,125918,166942,31,150234,0
299031,26691,327041,64,107244,0
616172,78934,188759,243,140223,0
723499,14042,213861,21,89175,0
791674,37886,136044,283,282816,0
355645,44833,370908,282,101602,0
307511,195849,450684,236,216246,0
550502,58441,95134,128,124343,0
767037,175539,302250,70,284050,0
157185,12610,256969,206,176735,1
394843,-4760,399426,246,87345,1
406486,83265,106170,282,296773,0
751518,93467,39035,119,64925,0
462393,147088,282542,271,225748,0
280905,173428,480725,225,298695,0
853522,12848,185397,200,238772,0
551338,86659,291019,187,213809,0
477767,57138,419092,143,143220,0
544327,13947,420752,281,290183,0
199462,44567,50629,152,220997,1
765242,45301,263454,78,145702,0
932895,-11223,234859,200,240644,1
278855,-30427,185990,45,95409,1
286900,141006,219765,276,257592,0
779514,-29564,215868,138,168993,1
726960,38035,442065,157,56908,0
984405,60216,61798,144,53069,0
214590,10555,82309,89,83122,0
508110,79898,389374,67,186891,0
612542,184853,484327,273,160854,0
906027,83446,29220,118,205382,0
380335,54728,319051,180,239356,0
265553,-29974,314429,82,119450,1
950675,7525,477770,147,261770,0
701215,124475,417603,27,98306,0
764157,76538,94096,258,273216,0
940127,-5731,155568,87,135773,1
683875,158014,260283,169,51188,0
182330,181846,38034,284,218969,1
240133,188002,67374,50,181937,0
740087,-43160,374616,292,127126,1
298237,154064,223124,86,175625,0
567245,49777,430289,31,160998,0
232619,5160,41299,200,232994,0
734055,61152,184058,189,66593,0
723530,14209,102140,128,84208,0
153287,-18916,320520,300,96634,1
661272,23590,129626,172,206232,0
896397,136792,232930,131,115274,0
636879,33329,89414,281,219989,0
276128,19092,265947,197,75694,0
863505,155958,419939,91,298086,0
505981,39217,277104,144,136047,0
267738,183262,124650,234,182005,0
413622,86645,79692,110,113794,0
632849,-18909,460306,249,153311,1
301076,111692,124611,289,269480,0
228222,-34809,495844,214,102600,1
334820,189654,472195,64,105886,0
355357,-44153,341606,287,149521,1
726692,33135,165991,60,176736,0
741427,-30843,430447,93,260983,1
205786,47667,458532,152,141674,0
257953,186785,46614,71,189931,0
852981,26221,90210,284,179159,0
330382,39502,350482,85,161096,0
396335,12232,359195,140,251700,0
835603,65730,238036,254,158682,0
707409,53505,467503,244,196257,0
169755,15892,231273,281,148937,1
658504,-6491,422512,173,95123,1
677742,-31614,342636,48,241278,1
820909,115690,161777,84,69835,0
980968,122652,350092,125,260146,0
961989,184100,142669,126,166263,0
868731,87633,32110,112,109702,0
939138,152710,227884,195,262683,0
397348,92643,123800,129,278915,0
177466,56749,37049,211,253884,1
608549,41303,49802,135,116953,0
595884,184477,92310,83,72518,0
989060,22039,102702,287,157626,0
960442,37445,480273,248,118105,0
239343,81327,53322,126,272993,0
924323,48885,23042,173,297201,0
939515,44780,70635,192,71027,0
655730,-6989,98285,100,96549,1
748725,-21749,414450,230,251637,1
419842,190334,51941,142,157567,0
145957,194019,187103,98,248337,1
953438,114149,145912,244,91404,0
638379,98204,485535,74,212464,0
183846,141052,353775,153,138179,1
943577,74232,304648,60,70056,0
327199,138039,144868,278,298833,0
909302,4341,157918,121,75917,0
913685,11975,98555,20,163377,0
872339,46507,253577,104,50149,0
801352,44907,463967,166,170623,0
953733,184642,384276,193,201945,0
436300,26315,362539,201,154574,0
114098,98152,302433,37,59232,1
351492,-6311,286721,296,265493,1
913553,199868,205552,65,208958,0
609110,173271,153052,200,243920,0
988436,121931,39819,202,263226,0
371954,32308,397644,127,194988,0
699939,50954,98676,30,166076,0
135365,63979,442369,209,199472,1
104151,10453,249585,274,239014,1
533171,52090,309902,90,196466,0
143698,132533,293349,262,134973,1
397896,-17090,233940,235,230174,1
475096,192991,140607,197,82201,0
692192,-28396,460895,139,82091,1
370023,83309,87588,68,142113,0
295896,53554,265148,145,207715,0
826703,170314,307294,141,234439,0
531034,31112,199980,98,254907,0
984556,181984,121069,282,110413,0
171656,120770,332373,105,154320,1
930893,146586,455292,175,131746,0
862118,179665,225646,64,221412,0
294906,72764,55386,103,153200,0
599569,94459,210281,294,200148,0
243364,55662,65558,120,104585,0
818845,-5990,95534,110,154571,1
862507,-8041,32980,32,276258,1
331550,159293,413675,292,166608,0
499102,54679,217117,100,97220,0
377413,-33223,394640,276,63195,1
668429,172255,406381,259,153593,0
282269,190010,161858,38,117914,0
163900,182152,303710,224,54015,1
782504,73388,85552,99,282419,0
432146,-35564,280289,162,231890,1
999111,-5612,77570,299,162276,1
759340,102876,208995,215,161219,0
497081,133853,428326,242,229540,0
260357,110711,460413,38,67120,0
803735,152749,106095,87,50024,0
699829,78941,380697,124,253095,0
463051,52319,275280,242,162563,0
660617,138969,54273,191,96104,0
940042,136645,61199,202,87347,0
216392,179830,394069,79,64186,0
225387,157132,180399,21,193076,0
215240,-26762,97132,138,222771,1
503828,175440,105738,280,196814,0
773704,-29465,406901,181,295887,1
219379,84029,404994,100,241742,0
526732,86674,96698,161,261150,0
847544,-46939,421666,267,265015,1
377823,60681,154981,290,227541,0
161764,175220,287220,102,208929,1
249249,69697,489298,295,278725,0
952179,137885,415060,262,88241,0
982258,-25334,287512,167,160500,1
205144,145936,135734,124,249201,0
508064,137952,264096,253,184087,0
746755,129104,438899,256,119444,0
209929,142154,271043,193,152769,0
590923,184763,71167,78,290905,0
372692,135564,357157,141,208481,0
795470,51306,33770,158,226562,0
317288,106326,444673,208,186989,0
548642,121516,355226,125,239072,0
684829,70070,446996,289,70095,0
345568,48067,484166,275,210078,0
592776,-40984,338262,292,162545,1
358822,120010,218417,54,293264,0
391006,-42981,30448,51,101701,1
609734,35269,221907,137,210541,0
355649,-17770,193973,170,268659,1
551551,70360,294968,289,69671,0
183141,116596,436114,166,133907,1
780816,-41885,203306,62,57714,1
583809,59361,122804,271,295864,0
119206,195880,60059,108,163755,1
660646,-1093,95340,300,210312,1
285766,165838,238296,241,202085,0
930304,47981,486574,41,59989,0
411753,71053,173702,153,201009,0
458339,-22392,413003,259,281155,1
349795,-11393,83452,153,285750,1
195795,-41489,177405,117,256876,1
791291,158814,366951,119,83298,0
444510,69041,329846,52,154078,0
912131,70423,327556,243,151306,0
349774,-15030,398280,66,73192,1
215587,176970,31691,78,136061,0
178390,190429,466475,80,206745,1
508877,166232,65899,55,235016,0
346294,139447,152164,112,186320,0
697169,86320,358047,113,265236,0
141151,170305,339564,177,118867,1
901207,20001,437634,25,108053,0
935528,-35650,142699,127,164085,1
499092,148996,221085,139,155618,0
847547,40073,281377,25,266300,0
730058,-1710,158888,289,200326,1
922608,30901,297690,280,99410,0
555415,77278,463169,28,229819,0
890120,-6883,344412,177,229267,1
767409,93429,400018,214,146133,0
500352,14761,424486,150,73364,0
518877,36259,430758,115,145657,0
582436,88075,232622,51,65912,0
507460,-49241,282588,172,282581,1
720662,69986,146804,281,203346,0
496614,43805,352234,253,117043,0
462925,159338,222307,97,299824,0
571685,-9176,93405,273,269720,1
634715,105788,163329,219,250571,0
671524,-2225,469948,134,76522,1
448270,42694,120430,225,183632,0
888262,41661,79772,85,111461,0
562358,177733,285227,183,211412,0
747982,181730,225807,200,121334,0
133682,-17528,136231,81,125132,1
178087,-28713,117601,283,177469,1
474456,121180,308246,130,148586,0
193498,-46542,263497,61,129527,1
717865,80977,396409,132,198419,0
365686,159533,345387,226,170501,0
671671,83309,58274,55,141636,0
942251,138862,140271,114,62968,0
605289,131670,434730,273,92913,0
874268,82597,193161,186,160772,0
255727,-27058,266987,49,195932,1
625972,82849,46744,194,277589,0
392442,101494,449118,62,65168,0
810581,41009,278401,275,72245,0
851684,10869,157048,133,187141,0
337398,48140,305252,101,291548,0
746468,38071,149270,220,184213,0
990166,50474,282903,119,162548,0
703070,-6948,380596,199,156093,1
953977,25922,499016,242,134219,0
942027,47570,441882,184,246943,0
746201,118850,308180,138,143317,0
584408,-5549,433485,86,223515,1
939212,180918,485750,223,183842,0
620432,67610,325230,30,164328,0
909776,144407,74299,203,251057,0
819044,45307,57056,89,74155,0
195534,167600,491563,69,104751,1
629303,162614,228872,243,233360,0
182963,46108,90071,227,204711,1
129377,66167,100104,181,67463,1
426367,61366,314943,79,173326,0
850525,192146,402305,282,73055,0
329179,31618,323649,195,167886,0
233133,135383,384336,131,177264,0
342204,176485,446310,161,67114,0
286858,6853,468054,78,55431,0
848027,68677,192103,155,170040,0
345362,30535,189475,198,186519,0
371258,39042,286643,176,209845,0
555564,121323,488496,71,87884,0
783626,11545,196365,216,231552,0
152272,64093,327558,143,113468,1
174008,-14772,134845,129,80354,1
912579,36215,352454,237,231459,0
355784,132721,227684,58,153896,0
733585,99266,162270,241,214790,0
820649,168468,123148,46,179162,0
471957,-28706,144106,101,189618,1
482456,31959,242415,186,134482,0
630946,25930,206537,108,284745,0
386861,-5548,103836,79,225666,1
840685,145924,142833,281,158530,0
805965,18606,210420,67,150864,0
963478,75052,443289,211,258488,0
226160,147352,31478,296,166476,0
235482,11837,112651,147,122152,0
482873,-5654,185376,135,61101,1
341570,63064,126022,188,125070,0
286565,110441,144757,70,135231,0
281918,-27737,268666,97,106998,1
795139,186203,48979,202,269851,0
121312,3089,208216,146,192377,1
101026,185817,207302,180,178579,1
631863,131117,477079,84,238438,0
360738,-40875,214418,130,50874,1
545451,177305,211136,200,299459,0
698408,38693,144506,147,97660,0
926935,164355,89218,145,220936,0
574984,157142,70916,291,57065,0
838805,16887,177460,40,55801,0
401391,-18184,281487,253,132441,1
818006,123743,303243,105,254677,0
348253,63107,77388,153,145123,0
499625,12965,88575,132,189367,0
538042,4485,462861,208,246695,0
703358,13079,429350,158,274667,0
411601,66410,444928,163,122204,0
609894,177348,40091,40,180872,0
926594,10149,312450,274,117668,0
997481,142010,425287,154,106090,0
722281,89642,321969,139,278269,0
805868,17861,63730,89,99910,0
594934,14414,223434,230,66393,0
183383,-32259,234467,78,278147,1
862360,-2713,349929,179,146039,1
641104,11940,86002,156,280326,0
332224,-9382,385302,189,193631,1
334944,57216,158961,173,200962,0
385140,98857,181955,96,253681,0
626983,-20074,69465,53,165060,1
146359,18151,346997,74,289823,1
492525,199367,302043,68,84229,0
528593,-49754,24136,35,72303,1
842919,68606,235814,201,261528,0
970570,8555,249899,297,169331,0
899303,62161,62042,170,181954,0
419765,118481,283832,147,128632,0
231305,49222,117637,171,105139,0
178613,177418,289054,234,57041,1
345443,119461,93017,140,120657,0
319385,35821,402962,50,121928,0
336405,40923,352964,41,167774,0
754811,169690,397911,284,82160,0
744934,103134,184881,45,84218,0
867098,42858,392213,232,118311,0
936095,-30993,160856,89,298835,1
914607,-26412,467825,25,210166,1
473901,-14185,242191,287,193132,1
710070,122034,99743,229,189413,0
459392,-49481,192947,129,202658,1
996734,60469,148458,231,237568,0
979834,151512,483799,217,125482,0
980921,99164,228001,296,118225,0
710418,-30537,166812,272,156356,1
696769,-31422,294387,190,53059,1
937681,180210,326098,121,143101,0
709594,-1438,254159,76,176709,1
720461,44256,460968,178,192676,0
183893,122297,211957,244,202838,1
847094,-19899,461992,38,78861,1
708159,54021,80624,144,270059,0
474622,10726,337845,291,236708,0
161103,110013,251465,291,145674,1
277939,29106,282580,277,259751,0
783213,-15720,79563,110,256179,1
621612,127259,447019,108,259295,0
460383,174403,461744,270,267874,0
922434,60709,192586,133,262212,0
310839,-2661,446015,50,239908,1
284798,87908,45999,202,294617,0
505415,49838,439971,215,106183,0
430133,40396,145711,196,266103,0
650313,124696,356288,240,213826,0
274301,8400,218057,88,177399,0
844209,32830,157045,129,135385,0
641591,14505,233118,95,267356,0
440150,67681,467215,197,238202,0
629800,17497,240844,196,181740,0
369171,198291,153162,32,91337,0
368510,141688,168146,251,235348,0
411841,61712,450204,139,90799,0
386252,190249,478941,78,61863,0
548008,5657,47442,137,88566,0
931282,67533,125967,292,62328,0
506588,94063,228281,82,193027,0
452313,170203,356967,36,201327,0
295660,69931,328704,291,89065,0
295339,11817,364243,80,92682,0
394517,162137,464392,24,84628,0
921023,156702,116867,174,267556,0
203889,92259,394215,99,162508,0
679841,-39218,131103,35,167504,1
224487,64985,67462,221,290853,0
243486,33091,267241,72,196610,0
347296,48288,247530,252,196235,0
114753,192786,144637,257,249087,1
735576,57745,103207,25,120899,0
834181,-42209,124056,98,94215,1
687256,-41586,497516,41,132919,1
849359,2820,170845,122,105993,0
343113,195465,357365,28,60279,0
930936,149578,397634,75,144090,0
757580,80623,355360,111,249586,0
451881,153994,458942,253,170504,0
927644,118907,72357,32,209630,0
163305,161047,140126,34,70710,1
974105,176201,318596,111,280943,0
654507,26919,300160,187,228769,0
896114,120221,135585,62,246630,0
524402,105744,29361,255,65448,0
482435,94881,302885,154,211082,0
393848,179199,285493,71,267225,0
465380,83501,395393,224,69060,0
766266,168332,430452,131,251702,0
199412,-19417,68618,67,205954,1
700412,112540,422739,182,105019,0
177195,195862,210229,228,82295,1
610974,-38978,422269,188,131011,1
963587,180748,102500,29,77217,0
179293,148102,311074,190,260054,1
872268,6652,330993,149,164334,0
985028,112104,151056,69,266501,0
965778,-5410,442757,228,207325,1
639832,196005,364372,289,113609,0
469377,196095,454698,192,118998,0
468762,58670,166032,281,157111,0
287284,120118,72254,144,99848,0
371300,89097,345664,20,117883,0
986502,4415,357651,157,214040,0
710731,12984,414973,55,138723,0
269140,159303,54639,300,294697,0
752866,28708,321929,88,248874,0
518998,181628,95215,119,103518,0
193224,67637,132660,20,298664,1
168828,124483,399972,93,224283,1
703562,155227,388736,162,241124,0
812915,64769,349825,73,105279,0
754813,91001,362372,26,162272,0
700546,64636,427645,83,100422,0
461838,113438,60051,144,283089,0
892829,77124,386266,59,103022,0
410870,-24148,33883,209,262747,1
906841,176764,462706,297,103259,0
554108,44243,102199,242,255802,0
235277,12793,327996,26,101299,0
811192,20,198405,48,268341,0
287906,18130,499388,54,56097,0
309984,-19572,248961,90,106999,1
555409,163757,254218,195,91229,0
615187,-38822,247865,77,167108,1
882276,118135,186764,162,195900,0
529498,153704,424574,170,116963,0
204186,29825,319920,257,183434,0
862354,24854,41438,180,128319,0
133456,91726,492655,48,63650,1
813813,104149,215396,291,69978,0
392457,45802,453925,298,143687,0
562367,11072,93804,293,286883,0
738297,122799,141785,242,159993,0
335374,178543,309264,282,295660,0
457347,87925,408398,205,243290,0
794825,-19860,312852,235,71305,1
582884,166186,55665,97,115988,0
516075,100460,380380,20,128576,0
946277,101340,183677,100,70089,0
822355,77410,297462,274,165620,0
187208,59759,266063,217,134865,1
389032,167393,470899,144,139746,0
130912,86502,352789,157,69476,1
610029,76283,314831,278,184310,0
911470,17098,180369,55,129352,0
285235,148894,228681,246,110655,0
802673,169966,476228,53,252120,0
122181,66224,296625,63,209613,1
178090,39942,335249,56,82807,1
162231,152187,94880,116,92123,1
176927,-40935,231371,272,206301,1
473923,7232,404683,76,203952,0
237325,2443,29242,95,118634,0
461691,2118,104494,193,236625,0
425434,127865,184114,134,297142,0
385934,195841,370537,92,136418,0
489634,89713,463320,190,249390,0
159490,-11034,251133,175,141925,1
438160,91955,174310,77,222490,0
336252,17679,382428,213,237576,0
834217,-30940,374956,174,195242,1
995013,-7826,394981,219,131004,1
167625,96483,316839,195,157319,1
579925,166265,202486,263,63328,0
159222,24612,488585,259,51309,1
872089,130724,141678,63,50115,0
247864,149660,172730,283,97955,0
891636,177679,244437,42,50392,0
524673,140179,393694,214,166091,0
117352,-29037,428430,153,188275,1
758909,86198,291283,243,94329,0
850360,73356,359560,255,72383,0
841954,21406,302755,261,230545,0
362989,179220,485432,248,201546,0
868901,122955,61867,289,121133,0
167237,59007,130698,55,61383,1
527999,-33491,291662,295,112609,1
579360,-19743,78030,67,190283,1
363436,-32360,96264,204,159766,1
600033,135860,212509,285,107324,0
297109,46013,243940,31,251538,0
549510,-33919,392285,159,196519,1
440198,82018,180195,220,146385,0
890473,181384,344920,30,211939,0
782618,109168,117513,299,234905,0
589838,-5889,385568,204,87811,1
786270,130241,324951,163,209229,0
124668,-28851,493495,44,248013,1
439688,190942,289626,27,253626,0
497757,90038,252884,162,260399,0
249956,7601,205787,38,188711,0
549152,97217,26744,162,101694,0
250527,151426,315426,27,139482,0
353449,147758,159612,198,96672,0
594712,172993,377795,296,51377,0
556822,93828,124391,206,233833,0
785311,58118,51574,130,66637,0
482200,161085,484710,185,106157,0
516146,-21773,42575,249,168859,1
986128,133288,35466,221,186128,0
702140,146254,270326,180,252719,0
506630,118572,84024,124,247595,0
113007,-36946,292457,279,176411,1
499507,138222,99521,118,131530,0
599909,12898,343168,125,209589,0
828384,79252,272660,143,273319,0
287813,72169,336599,93,236840,0
279695,135768,472627,264,240475,0
665467,-46208,371970,144,208631,1
733209,160814,488671,292,251761,0
317658,28089,290337,154,289711,0
703720,87904,47261,224,120933,0
369063,-22001,452710,297,227130,1
166767,37171,287625,108,135311,1
506822,58007,463719,287,173928,0
342587,2560,311742,196,232495,0
717936,117111,51852,95,144413,0
641212,187473,326003,158,223975,0
533423,-27660,392078,188,62108,1
716130,126624,361729,81,295868,0
964572,140940,174338,166,211235,0
255562,70957,446028,153,98145,0
882642,151831,105452,267,298952,0
152039,184566,368948,174,258904,1
683946,24155,54369,75,195678,0
276370,-47765,252172,290,176046,1
506755,58850,488225,219,206101,0
244957,-8176,406119,105,232860,1
814938,84878,255070,28,233947,0
550092,51080,228588,151,105199,0
185785,96100,239313,226,269920,1
937148,10228,290992,214,75718,0
433679,183922,319459,261,192049,0
538642,-6618,235376,75,150423,1
347646,120783,324874,228,118281,0
542739,4377,129846,300,236605,0
746962,144840,203387,283,50985,0
325692,154032,32356,51,199187,0
223898,59051,82707,125,80477,0
466996,-26599,187436,129,183887,1
122055,3659,414069,86,254212,1
186524,-20505,246987,231,276160,1
627993,61065,204444,244,58909,0
121688,130369,30868,52,182005,1
962336,91764,269527,243,186236,0
201356,12682,337994,56,69054,0
610875,90151,88954,71,75396,0
170360,68895,50303,161,295050,1
126451,59717,259137,203,101785,1
484390,509,385344,236,299025,0
883663,75298,83222,46,252108,0
578203,20792,189867,34,197379,0
152528,11183,284495,50,221729,1
651564,79518,412037,137,64335,0
825347,146740,416641,74,94443,0
477326,136437,112005,105,286101,0
240978,8721,44704,84,89388,0
900687,7381,362706,68,148649,0
212010,126245,47499,139,85346,0
350908,165677,400197,281,88080,0
780038,55385,267106,219,60558,0
337385,197413,20741,107,147881,0
236588,156297,341984,147,81845,0
270339,127475,296649,294,174499,0
333938,138285,445544,23,137745,0
725319,137411,104461,164,59103,0
337651,40710,270853,29,144713,0
157455,36572,473960,207,137038,1
951684,47455,321503,262,92715,0
314645,-40419,170050,235,194528,1
233290,133267,334151,50,249719,0
137672,-49776,236150,63,265725,1
551142,168145,153741,78,198760,0
958702,136494,85134,197,117723,0
420574,-33341,149105,228,216093,1
751020,108607,484181,70,250493,0
250974,160304,469657,296,126966,0
881247,166700,69706,240,249435,0
988252,47597,36961,263,169874,0
530946,113120,121718,278,244120,0
115235,16320,102370,140,276090,1
842967,-31978,212812,212,201512,1
270386,-49898,124123,91,214577,1
220635,58800,157788,260,129044,0
996853,-7642,485873,80,182975,1
391615,56041,36329,108,234724,0
229805,128268,364438,244,134872,0
121825,58937,191793,32,183937,1
460372,198049,223348,191,91209,0
486777,-35294,431581,97,287048,1
467655,140497,266969,82,211415,0
264597,52564,306557,232,69595,0
746804,146286,415606,280,178889,0
676025,-87,274798,65,266865,1
512298,150229,334222,262,98830,0
707185,14287,288498,203,125593,0
267266,136217,199210,96,63044,0
503603,195047,205833,267,131487,0
378388,144090,380866,231,71366,0
582011,146419,270192,96,236123,0
538644,143639,260675,224,62933,0
357111,88172,241170,227,282644,0
617887,177142,199897,269,144159,0
787968,84455,43871,165,287407,0
358090,92550,300844,81,204238,0
592538,184755,486802,65,101706,0
454738,163957,265105,147,225928,0
429325,187496,350133,123,137321,0
682183,195662,27980,66,131671,0
984004,49484,491492,208,145688,0
190965,123417,460613,50,90310,1
199831,-48790,136738,31,157904,1
317748,22315,407690,296,127113,0
705229,162435,464438,182,147809,0
755567,49655,83453,51,147849,0
791775,123161,430143,139,190838,0
931908,194337,303858,213,286337,0
558830,98663,139097,56,245225,0
941914,95360,152661,294,131575,0
629857,82404,364432,91,188468,0
543404,60026,379158,157,282853,0
755115,36404,497223,29,58539,0
497524,74882,74262,243,205708,0
342611,28499,130624,174,58274,0
121851,-45361,231592,286,104810,1
182303,6598,417308,107,90245,1
553362,109322,468031,197,125574,0
632477,29713,408149,267,118787,0
921810,33891,107503,75,73260,0
442130,13544,496507,24,212469,0
217025,199806,177111,220,178244,0
489514,-7678,430507,65,279936,1
564475,178898,250952,266,180857,0
524607,50645,67297,214,97182,0
376591,96936,200358,130,214625,0
582789,114521,272847,192,152952,0
601206,91929,163521,88,187892,0
592077,171211,77502,159,201620,0
320039,38457,410412,43,244815,0
765961,60838,26975,213,246134,0
491443,10539,189959,144,172059,0
884955,137913,201829,21,79879,0
104878,55720,443465,260,261850,1
875677,88274,309191,102,223536,0
907445,23813,378838,251,235781,0
599595,106303,121925,59,163364,0
593661,122443,373409,24,178580,0
